labels,image_path,post_text
huaico,dataset\huaico\d14f90c496d42e8f37ad31decd039b02.jpg,"LLUVIAS y HUAICO en SATIPO JUNIN ,PERU por el avanze del MEGA #ELNIÑO MODOKI"
huaico,dataset\huaico\b4a6d421928bc47241b170c2770c8ab5.jpg,"VIAJEROS VIVIERON SU VIACRUCIS EN LA CARRETERA CENTRAL || LLUVIAS TORRENCIALES Y HUAYCOS SORPRENDIERON EN SEMANA SANTA  La Semana Santa terminó con tensión y susto para muchos viajeros. El dia de Ayer 19 de abril en horas de la noche, intensas lluvias y rayos azotaron La Merced, en la región Junín, activando una quebrada que atraviesa directamente la Carretera Central. El agua con lodo comenzó a descender por la vía, y aunque el huayco no fue fuerte, el peligro era real. La lluvia no cesaba y podía empeorar la situación. Los vehículos quedaron varados en plena carretera, generando una gran congestión y preocupación. Algunos pasajeros esperaron con paciencia, pero varias empresas de transporte decidieron cruzar el lodo sin medir el riesgo. Una mala decisión que pudo terminar en tragedia. Este punto crítico de la vía, donde la carretera pasa por en medio de la quebrada, se convierte en un cuello de botella cada vez que llueve con fuerza. Gracias a J.Z. por el valioso reporte en video desde el lugar de los hechos. #LaMerced #Selva #lluvia #lluviastorrenciales #huayco #bus #peligro #CarreteraCentral #cuidado"
huaico,dataset\huaico\8b9adac205e2f2a546da6b2420cb92dd.jpg,#huaico - huaico en HUARACALLA no hay pase huaylla y HUARACALLA  Carretera central. 11- 04 - 2025
huaico,dataset\huaico\8f3e5825ed8b65c123cd1fbd5a4ed1da.jpg,"#ElChanfle de San Rafael para el Perú y el mundo #ambo SIGUEN CAMIONES DE CARGA,  BUSES, AUTOS VARADOS EN LA CARRETERA CENTRAL ALA ALTURA DE AMBO PRODUCTO DEL HUAICO, CAIDO EN HUAYLLA HUARACALLA."
huaico,dataset\huaico\63a8ef644ae0df3865a89e995049adf1.jpg,"PASAJERO ARRIESGÓ SU VIDA AL CRUZAR HUAICO EN AMBO, HUÁNUCO. El pasado 11 de abril, en plena Carretera Central a la altura del distrito de Ambo (Huánuco), un pasajero puso en riesgo su vida al cruzar un huaico activo, desafiando el lodo y las piedras que bloqueaban la vía.  Las autoridades recordaron que este tipo de acciones imprudentes pueden terminar en tragedia. Se exhorta a la población a no exponerse ante estos  fenómenos ."
huaico,dataset\huaico\1c258f103dfb5413aefbe7840ac4ebc3.jpg,"No hay pase en la zona de Hualapampa entre Chiclayo y Bagua  Hace algunas horas se han producido gran cantidad de derrumbes y deslizamientos entre los KM 54, cerca al puente Hualapampa, y el KM 95, cerca al peaje Pomahuaca, de la carretera Fernando Belaunde Terry. Debido a la intensidad de las lluvias   en estos momentos el personal de emergencia de IIRSA NORTE se encuentra a la espera de que mejoren las condiciones climatológicas, para proceder con la limpieza y rehabilitación del pase.  En diversos puntos de la zona sigue cayendo material, por lo que se sugiere no transitar, y recomendamos no hacer maniobras riesgosas como cruzar sobre los deslizamientos.  En Nuevo Hualapampa también se reporta un derrumbe que afecta directamente a la comunidad   por lo que los huaicos han sobrepasado los muros de contención."
landslide,dataset\deslizamento_de_terra\8492cd1fe83fe84ec27cbbf9d3cba464.jpg,"#Alerta: Preciso instante que se produjo un huaico  El fenómeno natural dejó daños severos en el distrito de San Marcos, provincia de Huari. Afortunadamente las autoridades no han reportado daños a la vida y la salud de las personas. #SanMarcos  #Huari #huaico"
huaico,dataset\huaico\76e1b65ed61e118e67a4d4f123198e2d.jpg,"HUAICO ARRASA RETROEXCAVADORA Y OPERADOR ESTÁ DESAPARECIDO. En las primeras horas de la mañana, un trágico accidente sacudió a la comunidad de Quillimbash, Celendín, cuando un huaico arrastró una retroexcavadora con su operador al abismo mientras realizaban trabajos de limpieza en la zona afectada. El deslizamiento de tierra, provocado por las intensas lluvias de los últimos días, sorprendió al equipo que operaba la maquinaria pesada.  Testigos del hecho informaron que el operador no tuvo tiempo de reaccionar ante la fuerza de la naturaleza , lo que llevó a la máquina y a su ocupante a ser arrastrados. Iniciaron la búsqueda del operador, cuya identidad aún no ha sido confirmada."
huaico,dataset\huaico\8dfdbf4b78cd07e8fa80d67d82248dc5.jpg,"𝗣𝗢𝗠𝗔𝗖𝗢𝗖𝗛𝗔𝗦 | 𝗖𝗮𝗿𝗿𝗲𝘁𝗲𝗿𝗮 𝗙𝗲𝗿𝗻𝗮𝗻𝗱𝗼 𝗕𝗲𝗹𝗮𝘂𝗻𝗱𝗲 𝗧𝗲𝗿𝗿𝘆 𝗜𝗡𝗧𝗘𝗥𝗥𝗨𝗠𝗣𝗜𝗗𝗔 𝗽𝗼𝗿 𝗛𝗨𝗔𝗜𝗖𝗢 𝗲𝗻 𝗙𝗟𝗢𝗥𝗜𝗗𝗔 Un huaico registrado a la altura de la cantera en la zona de Huembo (distrito de Florida) ha bloqueado completamente el tránsito en la Carretera Fernando Belaunde Terry. El deslizamiento de lodo y piedras ha dejado a decenas de transportistas varados entre Pomacochas y Pedro Ruiz, afectando seriamente la conexión entre la región Amazonas y San Martín. La concesionaria IIRSA Norte aún no ha informado cuándo se restablecerá el tránsito. ¡Precaución si viajas por esta ruta! #Pomacochas #Florida #Huaico #EmergenciaVial #Amazonas #IIRSANorte #JhcNoticias"
huaico,dataset\huaico\bd8c8ee535ccb30c51273750d335c98d.jpg,"#𝗔𝗠𝗔𝗭𝗢𝗡𝗔𝗦 ¦¦ 𝗖𝗔𝗥𝗥𝗘𝗧𝗘𝗥𝗔 𝗙𝗘𝗥𝗡𝗔𝗡𝗗𝗢 𝗕𝗘𝗟𝗔𝗨𝗡𝗗𝗘 𝗧𝗘𝗥𝗥𝗬 𝗖𝗢𝗡𝗧𝗜𝗡Ú𝗔 𝗕𝗟𝗢𝗤𝗨𝗘𝗔𝗗𝗔 𝗣𝗢𝗥 𝗗𝗘𝗥𝗥𝗨𝗠𝗕𝗘𝗦 𝗬 𝗛𝗨𝗔𝗜𝗖𝗢𝗦 La concesionaria  IIRSA NORTE  precisa que la CFBT aún está bloqueada a causa de los derrumbes y huaicos ocurridos en el km 268, entre Aserradero y El Cerezo, región Amazonas, por lo tanto cientos de vehículos y pasajeros se encuentran varados desde horas de la mañana.   Para información sobre el estado de la vía pueden comunicarse con nuestro CCO: • Línea Gratuita: 0800-00369 • Fijo: 073-323204 • Cel y WhatsApp: 989 008 811 • Cel: 973 882 351"
huaico,dataset\huaico\e5ac36a9ba86df491a51998c88714e80.jpg,"¡IMPACTANTE! COLAPSA TRAMO DE CARRETERA A CAJAMARCA POR HUAICO #TuVISIÓN | El derrumbe de 100 metros de la plataforma, se registra en el centro poblado de Choten, distrito de San Juan. Hay pasajeros y vehículos varados. Un tramo del kilómetro 149 la carretera longitudinal de la sierra, a la altura del distrito de San Juan, provincia y región de Cajamarca, ha colapsado y los pasajeros han quedado varados. La Policía Nacional confirmó que unos 100 metros de la plataforma que conecta Cajamarca con Trujillo se ha hundido debido a las intensas lluvias y una falla geológica en el centro poblado de Choten.￼ En tanto, la concesionaria Convial Sierra Norte informó que hay restricción del tránsito en el tramo Chilete-Cajamarca, por lo que pide a los usuarios a tomar sus precauciones. Acotó que ha implementado los recursos necesarios para garantizar la transitabilidad y seguridad de los pasajeros.   Las autoridades han recomendado a los vehículos trasladarse por la ruta Kuntur Wasy-San Pablo para llegar a la ciudad de Cajamarca.  ¡SÍGUENOS EN TODAS NUESTRAS REDES SOCIALES!  Facebook: TuVISIÓN50 - LINK: https://acortar.link/xbTVaz  Instagram: TuVISIÓN21 - LINK: https://acortar.link/HnUUY3  TikTok: TuVISIÓNOficial - LINK: https://acortar.link/3BfW4n  YouTube: TuVISIÓNOficial - LINK: https://acortar.link/aWydUm X : TuVISIÓN21 - LINK: https://acortar.link/mUK9DE  Si quieres hacer una denuncia o eres testigo de un hecho noticioso, mándanos tus fotos o videos al WhatsApp   ￼⁨965 443 343⁩ También puedes anunciar tu marca o negocio con nosotros  #ELPODERDELOSMEDIOS #Noticias #UltimoMinuto #ENFOKENOTICIAS"
huaico,dataset\huaico\cf0c18e9719c8fb8fa4943ec0f756022.jpg,"#LOÚLTIMO SE IDENTIFICÓ A LA PERSONA QUE FALLECIÓ A CONSECUENCIA DEL HUAICO EN LA CALDERA  Marta Elena Calla Rojas, es la persona que dejó de existir ayer cuando el huaico pasará por su domicilio en el sector la caldera, Calla Rojas fue identificada por sus familiares luego que fuera su cuerpo recuperado y trasladado a la morgue de la ciudad de Bagua Grande. Por otro lado, se conoce que existen un promedio de tres personas más desaparecidas, ante ello, las autoridades vienen trabajando para recuperar sus cuerpos. Fuente Punto Aparte"
huaico,dataset\huaico\64e6f6351ea86243dde3e5c58000da04.jpg,"HUAYCO SEPULTA CAMIÓN Y CONDUCTOR SE SALVAN DE MILAGRO Un repentino huaico, cargado de lodo, piedras y ramas, sorprendió a un conductor de un vehículo de carga pesada en el sector Talankiato (vía Samugari - Monterrico). El pesado camión quedó atrapado en medio del huaico y su conductor nada pudo hacer, por lo que pide ayuda a las autoridades para que dispongan maquinaría que apoye en poner a buen recaudo su fuente de trabajo."
huaico,dataset\huaico\b8ab8c78511893cc60baa345d07bd61b.jpg,"HUAICO RUTA JAÉN - SAN IGNACIO CAE SOBRE CONDUCTOR DE MOTOLINEAL Conductor de una moto lineal fue alcanzado por huaico deslizamiento de piedras en el momento que pasaba con su unidad móvil, en la vía JAÉN SAN IGNACIO  en el lugar denominado el SALTO DEL TIGRE."
huaico,dataset\huaico\f26fb19920a46f0c143fe8f65a6a1d9a.jpg,"#LoÚltimo  #LoÚltimo: Madre murió sepultada por lodo en Utcubamba. Marta Elena Calla Rojas, es la persona que dejó de existir ayer cuando el huaico pasará por su domicilio en el sector la caldera, Calla Rojas fue identificada por sus familiares luego que fuera su cuerpo recuperado y trasladado a la morgue de la ciudad de Bagua Grande. Por otro lado, se conoce que existen un promedio de tres personas más desaparecidas, ante ello, las autoridades están trabajando para recuperar sus cuerpos."
huaico,dataset\huaico\bbd89f1a8686f8171cd232a02e5ea155.jpg,Urgente!!
huaico,dataset\huaico\eb6a9c26575ce5e05eaa67057c006807.jpg,Es lamentable que los damnificados que les ubicaron  en la caldera de  nuevo sufrieron otro huaico que arrasó  con todo esas carpas toda esa gente están abandonados en la carretera que va hacia jamalca hay bebés que están mojados niños toda esa gente lo perdido todo de nuevo se les pide a las autoridades ayuda para esa pobre gente que están x ahi votados
huaico,dataset\huaico\8076f796fb9de137da06b11193e8bd24.jpg,"Hoy 24 de diciembre ( navidad ), a ocurrido una desgracia en nuestra Provincia de Utcubamba, con su Capital Bagua Grande, Departamento de Amazonas, huy huaico suscitado ayer jueves 23 de noviembre al promediar las 10 de la noche, en el caserío la Calder, perteneciente al distrito de Jamalca, el cual se a confirmado un fallecido y varios desaparecidos. Disculpen si pongo mi nombre como marca de agua, pero hay muchos medios que lo jalan el video descaradamente y lo publican como si fueran suyos, el cual uno que hace el trabajo, se siente mal, por ese motivo es que e puesto estas letras. me ayudarían mucho si le dan en seguir a la pagina de Viajetecno video producido y grabado por: Rafael Castrejon."
huaico,dataset\huaico\8d3b5ebe992121e3a9b5ca9695baf6bf.jpg,"UN MUERTO TRAS CAÍDA DE ÁRBOL EN UNA COMBI  Hoy en horas de la mañana se produjo un deslizamiento en el caserío de Huachipa del distrito de Chinchao, donde lamentablemente perdió la vida Carlos Tafur Mozombite de 22 años, quien se encontraba estacionado dentro de su combi esperando la limpieza del huaico, cuando intempestivamente un árbol cayó sobre el vehículo."
huaico,dataset\huaico\d3647dcee7655351f5841c615da5d372.jpg,"HUAYCO SEPULTA CAMIÓN Y CONDUCTOR SE SALVAN DE MILAGRO Un repentino huaico, cargado de lodo, piedras y ramas, sorprendió a un conductor de un vehículo de carga pesada en el sector Talankiato (vía Samugari - Monterrico). El pesado camión quedó atrapado en medio del huaico y su conductor nada pudo hacer, por lo que pide ayuda a las autoridades para que dispongan maquinaría que apoye en poner a buen recaudo su fuente de trabajo."
huaico,dataset\huaico\06d46139dc04209de0661a43564ec6e6.jpg,"QUEBRADA OLON ARRASÓ CON CAMPAMENTO DE LA CALDERA. UNA PERSONA FALLECIDA Y UNA DESAPARECIDA.  La naturaleza nuevamente se ensañó con los damnificados del Aserradero. En esta oportunidad la quebrada Olon, que solo lleva agua en épocas de lluvia, anoche sorprendió a las familias damnificadas del Aserradero que fueron reubicadas en el campamento La Caldera, cuando el Huaico producto de la creciente de agua de dicha quebrada, arrasó con todo, llevándose carpas,colchones, enseres de cocina, baños portátiles etc.   Hasta ese lugar llegaron los miembros de Defensa Civil, dirigidos por el Ing. Juan Cancio, quienes vienen evaluando los daños, hasta el momento son 37 carpas destruidas 109 damnificadas, una persona de nombre Nena Calla fallecida y otras tres desparecidas. Seguiremos informando"
huaico,dataset\huaico\ce43ad6c8babe7bfcaafd74c103c44ac.jpg,"Actualidad; ¡ATENCIÓN! NO HAY PASE EN EL SECTOR ""LA PEÑA"" – CASERÍO REYAMBAL DISTRITO DE USQUIL  Usquil, Otuzco, La Libertad (PERÚ 07/04/2025).- El tránsito entre Barro Negro y Canibamba se encuentra interrumpido debido a un bloqueo en la zona denominado sector La Peña, Caserío Reyambal. Actualmente, ambas localidades están incomunicadas, generando gran preocupación entre los ciudadanos. Los vecinos ciudadanos y transportistas afectados exigen atención inmediata a la Municipalidad Distrital de Usquil  para el despeje urgente de la vía y la pronta recuperación del tránsito. Se solicita a las autoridades tomar acciones con urgencia, ya que esta situación está afectando el transporte, el comercio y la seguridad de los pobladores. Fuente: Sin Mordaza"
huaico,dataset\huaico\bce2be33dfc80ae12b74f80927e41892.jpg,"Un huaico bloqueó el tránsito en la Panamericana Sur, en el distrito de Atico, Arequipa, desde la noche del 11 de febrero. Las autoridades trabajan para liberar la vía y restablecer el paso Mantente informado en la WEB ► https://bit.ly/webcanaln"
huaico,dataset\huaico\0c9f27ab32cdf632fd840f823e9ae082.jpg,"ESTRAGOS DE LA NATURALEZA...!! Un huaico dejó a 136 personas aisladas, 240 metros de vía vecinal bloqueada por derrumbe y 43 estudiantes desde los 3 años hasta los 18 que no tienen acceso a sus colegios. La emergencia se registró en el anexo Manchibamba, distrito de Tayabamba, provincia de Pataz. Las autoridades también reportaron que un puente vehicular y tres peatonales están afectados, mientras que ya se registran viviendas colapsadas y afectadas."
huaico,dataset\huaico\7db503e5a24fbe34375f7a873804e204.jpg,"ATENCIÓN TRANSPORTISTAS, VÍA CONVENTO - CALEMAR BLOQUEADA POR HUAICO Nuestros seguidores nos reportan que en la zona de La Ramada El Convento, se produjo un huaico, bloqueando la vía hacia Calemar. Piden urgente apoyo de maquinaría para limpiar la vía. Números de Prensa y Whatsapp:     https://wa.me/+51949315475   https://wa.me/+51949315394"
huaico,dataset\huaico\2d551f7a7d17612cf6e818f6fd0f438f.jpg,"#LOULTIMO  || VÍA SIHUAS - HUANCASPATA ESTÁ INTERRUMPIDA POR DERRUMBES La carretera Sihuas - Huancaspata, una importante vía de comunicación en la región de La Libertad, Perú, se encuentra actualmente interrumpida debido a una serie de derrumbes y desprendimoentos de enormes rocas⁷⁷. El incidente ha dejado a cientos de pasajeros varados y ha afectado el tránsito de numerosos vehículos. Según los informes, enormes rocas se han desprendido de las montañas y han bloqueado la carretera en varios puntos. MARAÑÓN ARRASA VÍA  Además, un tramo de aproximadamente 300 metros de la vía, cerca del Puente Comaru, ha sido arrasado por el caudaloso río Marañón, lo que ha agravado aún más la situación. La interrupción de la carretera ha dejado a cientos de vehículos varados en ambos lados de la vía, afectando a más de 500 pasajeros, entre ellos niños y ancianos.  PIDEN RESCATE   Los pasajeros varados han solicitado apoyo al gobierno regional, pidiendo el envío de un helicóptero para rescatarlos y trasladarlos a un lugar seguro."
huaico,dataset\huaico\1963da5e92b3c88f9ed198f443eafefa.jpg,"#LOÚLTIMO | HUAICO BLOQUEA CARRETERA SAN PEDRO - BOLOGNESI Y AFECTA CULTIVOS  Canal de riego también quedó afectado  Un huaico registrado en el caserío de San Pedro (Cabana,) ha provocado el bloqueo de la carretera San Pedro - Bolognesi desde ayer lunes 3 de marzo. Este evento ha dejado incomunicados a los pobladores que transitan por esta vía vecinal y también ha afectado varios cultivos. ""El huaico ha afectado cementeras de maíz, trigo y alfalfa, en una extensión de 300 metros aproximadamente. Ha iniciado en la sequía que va a Patashvall afectando también la carretera que nos une con el distrito de Bolognesi"", expresó el agente municipal Eber Manrique Carranza.  Dijo que el huaico arrasó incluso con eucaliptos que  llegaron hasta la carretera por lo que ha solicitado apoyo a la Municipalidad Provincial de Pallasca para rehabilitar la vía.  ""He coordinado con el alcalde provincial y estamos en espera de la maquinaria pesada para limpiar la carretera"", señaló.   Capital 89.3 FM  #Cabana #Emergencia #Sanpedro  Eber Nelvin Manrique Carranza  #Ancash #lluviastorrenciales #huaico #COERAncash"
huaico,dataset\huaico\e5a7483d841e17ea771f4887f21dea57.jpg,"#𝗣𝗔𝗧𝗔𝗭 ||   𝗥𝗘𝗣𝗢𝗥𝗧𝗔𝗡: HUAICO DEJA UN FALLECIDO Y BLOQUEA VÍAS EN LA PROVINCIA PATACINA Un huaico registrado la tarde del último martes 4 de febrero, tras las intensas lluvias en el anexo Santa María, distrito y provincia de Pataz, en la sierra de La Libertad, dejó incomunicada a parte de la localidad y cobró la vida de un hombre.  La información fue confirmada por el Centro de Operaciones de Emergencia Regional (COER)."
huaico,dataset\huaico\8d6cd04b2c7ddcb25982f0ee3836955d.jpg,"HUAICO BLOQUEA LA CARRETERA HUÁNUCO LA UNIÓN   El tránsito en la carretera Huánuco - La Unión quedó interrumpido en el sector Sacapampa debido a un huaico ocurrido el 3 de marzo de 2025. El deslizamiento de lodo y piedras arrastró una miniván hasta el borde de la vía, cerca del río Marañón. Las autoridades aún no han informado sobre heridos o daños adicionales. Se recomienda a los conductores tomar precauciones y estar atentos a las actualizaciones oficiales. Este evento se produce en un contexto de intensas lluvias que han afectado diversas regiones del país. Según información de la Superintendencia de Transporte Terrestre de Personas, Carga y Mercancías (Sutran), hasta el 3 de marzo se reportaron aproximadamente 30 vías bloqueadas o con tránsito restringido a nivel nacional debido a deslizamientos y desbordes de ríos."
huaico,dataset\huaico\60fa1642eda03bc7ccdb984d3d837503.jpg,"𝐓𝐑𝐀́𝐍𝐒𝐈𝐓𝐎 𝐑𝐄𝐒𝐓𝐑𝐈𝐍𝐆𝐈𝐃𝐎: 𝐇𝐔𝐀𝐈𝐂𝐎 𝐁𝐋𝐎𝐐𝐔𝐄𝐀 𝐕𝐈́𝐀 𝐍𝐀𝐂𝐈𝐎𝐍𝐀𝐋 𝐂𝐇𝐈𝐌𝐁𝐎𝐓𝐄 – 𝐇𝐔𝐀𝐋𝐋𝐀𝐍𝐂𝐀 El 3 de marzo, alrededor de las 15:00 horas, fuertes lluvias provocaron un huaico en los sectores #Tablones y #Condorcerro, que bloqueó la carretera nacional PE-12A, tramo Chimbote – Huallanca, en el distrito de #Chimbote, provincia del Santa. Aunque el huaico ya ha disminuido, el tránsito vehicular sigue restringido. Los vehículos menores pueden circular, pero las grandes rocas aún bloquean el paso de vehículos pesados. El gobierno local ha enviado personal para evaluar los daños y trabaja con #ProviasNacionalNacional para remover los escombros y reparar la vía, según informó el COER Áncash. #bolognesinoticias"
huaico,dataset\huaico\9aee355a73ef1cf6743e36f3eb0af6cb.jpg,"El huaico que arrasó en Yanaquihua causó la muerte de dos niños y afectó viviendas, mientras que en Río Grande, un deslizamiento de tierra bloqueó vías y mató a un adulto."
huaico,dataset\huaico\c24433d969a8c96fb1c53768027f5f74.jpg,"#loultimo TRAS VARIAS HORAS DE ENFRENTAMIENTOS Tras enfrentamientos desde la tarde, hace algunos minutos se reportó que la carretera Panamericana Norte, a la altura de Chao, provincia de Virú, fue liberada para el pase de los buses y vehículos de carga pesada que estaban varados. Sin embargo, aún continúa la tensión en la zona, luego que se reportara un manifestante fallecido. Personal policial está utilizando bombas lacrimógenas para evitar que se vuelva a bloquear la vía.  #LaLibertad #ParoNacional #DinaBoluarte #Virú #chao #PoliciaNacional"
huaico,dataset\huaico\8e7a7ab2a80f18955580f57a85c5b41e.jpg,"La Libertad - HUAICO BLOQUEA CARRETERA  HACIA TAYABAMBA - PATAZ Un huaico volvió a interrumpir el tránsito vehicular hacia Tayabamba, capital de la provincia de Pataz, en el sector Suchimán. Es decir, que la ruta Trujillo – Sihuas – Tayabamba está bloqueada. El deslizamiento de lodo y piedras cubrió un largo tramo de la vía e interrumpió el libre tránsito desde ayer al mediodía. Los pobladores de la zona piden a las autoridades que dispongan de maquinaria pesada para rehabilitar la carretera. Créditos: Studio96"
huaico,dataset\huaico\df6a786904d515b4d757d70f9108fb49.jpg,"#LOULTIMO MAQUINARIA PESADA INTENTA LIBERAR TRAMO Hace minutos, se reportó que un huaico interrumpió una carretera en la provincia de Pacasmayo, región La Libertad. Se trata del tramo San Pedro de Lloc - Puémape, cerca de la carretera Panamericana Norte. En estos momentos, maquinaría pesada de la Municipalidad de Pacasmayo está realizando trabajos para liberar la vía.  Para denuncias al WhatsApp:   926 100 785 #PACASMAYO #SanPedroDeLloc #panamericanaNorte #huaico #Lluvias #LaLibertad #puemate"
huaico,dataset\huaico\04f622b685d81b2f93684993b4d21e02.jpg,"La carretera Huancayo - #Huancavelica y #Huancayo - #Ayacucho quedó bloqueado por un huaico que se registró la mañana de este domingo (10:50 a.m.) en el sector de Larmenta.  El deslizamiento de tierra y piedras se registró minutos antes de llegar al distrito de Izcuchaca, en #Huancavelica.  Los autos que cubren la ruta Huancayo - Huancavelica (viceversa) van por el sector de Quintaojo. Viajeros tomar sus precauciones. #Provías #Huancavelica #Huancayo #Ayacucho"
huaico,dataset\huaico\dca15e9ed2887d23b5822120dd3db070.jpg,#Huaico en la via #Huancavelica _ #Pisco en el lugar denominado Yuraq Ccerja  tránsito restringido
landslide,dataset\deslizamento_de_terra\ab7fc986fa9453e70cfa043b036e1b18.jpg,#Huancavelica #Izcuchaca #Huaico. El camión que un dia antes quedó aplastado por el huaico en izcuchaca ya fue retirado hace unos momentos.
huaico,dataset\huaico\0b7937e2d0ec8dcf7668729e9ca0d552.jpg,#Huaico en la via #Huancavelica _ #Pisco    Yuraq Ccerja tránsito restringido
huaico,dataset\huaico\8fc6857b0806e49bcf8ab487fca550ed.jpg,"#HUANCAVELICA | RÍO MANCHEGO MUÑOZ SE DESBORDA Y PROVOCA UN HUAICO!  La situación es crítica: el río Manchego Muñoz se ha desbordado, provocando un huaico que afecta a varios negocios y viviendas que corren riesgo de colapsar. #GraciasToribioPorTuGranObra"
huaico,dataset\huaico\b0d5b3206f58a67ae1eb8371c1d1a515.jpg,"La carretera Huancayo - Huancavelica y Huancayo - Ayacucho quedó bloqueado por un huaico que se registró la mañana de este domingo (10:50 a.m.) en el sector de Larmenta.  El deslizamiento de tierra y piedras se registró minutos antes de llegar al distrito de Izcuchaca, en Huancavelica."
huaico,dataset\huaico\23148edc858411e0f80bab4b15d21cef.jpg,"¡Alerta máxima!  Un huaico devastador ha impactado el tramo de COSME y Churcampa desde ayer a las 20:00 PM. Las intensas lluvias han provocado deslizamientos de tierra que han arrasado con todo a su paso, incluso llevándose un camión.  A esta hora, la situación es crítica; las autoridades no han habilitado el pase urgente para los vehículos. La inseguridad y el peligro son palpables en la zona, donde la naturaleza ha mostrado su fuerza de manera implacable.  Se insta a la población a mantenerse alerta y seguir las indicaciones de las autoridades. La solidaridad y la precaución son esenciales en estos momentos de crisis. ¡Cuidémonos todos! #Huancavelica #Noticias #URGENTE"
huaico,dataset\huaico\0fbc7c8ca329077234b4bfd56836666c.jpg,"#Huancavelica  Trabajamos en la eliminación del huaico que afecta la plataforma en el km 210+440 del tramo Huancavelica – Plazapata, sector Yuraccerga de la Ruta Nacional PE-26.  Tránsito restringido  Por seguridad, conducir con precaución por esta zona y seguir las indicaciones del personal a cargo."
huaico,dataset\huaico\fe98e9dc38f66df9e7bf0377353a24d9.jpg,"(( ))#Urgente| Video publicado por un poblador del distrito de Cusicancha en Huaytará, alerta la ocurrencia de un huaico en el sector de Paujaro.  #Huancavelica.  #Noticias."
huaico,dataset\huaico\11b6766ea29ccb497187564ffac89018.jpg,Pase Restringido en la via #Izcuchaca _ #Huancayo Se pide a la población tomar sus precauciones.El Huaico sucedió a las 4:30 pm aprox  10 Abril 2025
huaico,dataset\huaico\ef140d775773565cc8ae9f160a49f122.jpg,"𝗧𝗥𝗔𝗚𝟯𝗗𝗜𝗔 𝗘𝗡 𝗬𝗔𝗨𝗬𝗢𝗦: ¡𝗛𝗨𝗔𝗜𝗖𝗢 𝗦𝗘𝗣𝗨𝗟𝗧𝗔 𝗙𝗔𝗠𝗜𝗟𝗜𝗔 𝗬 𝗛𝗔𝗬 𝗗𝗘𝗦𝗔𝗣𝗔𝗥𝗘𝗖𝗜𝗗𝗢𝗦. - Madre e hija estarían sepultada a más de un metro de profundidad, señala padre en medio del llanto. - Huaico arrasó contra caseríos, sembríos y viviendas en Putinza, Yauyos. ¡Tragedi@ en Yauyos! Tres integrantes de una familia habrían quedado sepultados tras la caída de huaico en la comunidad de Putinza, provincia de Yauyos, Policías, pobladores realizan labores de búsqueda y rescate de las personas que están en -posiblemente- enterradas en medio de piedras, lodo tras la caída de huaico en horas de la noche."
huaico,dataset\huaico\3187eaf83fc5bc2a7711d6c9aafe829f.jpg,"#Perú  . HUAYCO ARRASA CON EL RÍO TIERRAS BLANCAS EN #NASCA Nasca, Perú - La tarde de este jueves 6 de febrero, un huaico de gran magnitud descendió a través del cauce del río Tierras Blancas, impactando diversas zonas de la provincia de Nasca. El deslizamiento de lodo y piedras, provocado por las intensas lluvias en la sierra, generó alarma entre los habitantes y autoridades locales, quienes monitorean de cerca la situación ante posibles afectaciones a viviendas e infraestructuras. Se recomienda a la población mantenerse alerta y seguir las indicaciones de las autoridades para evitar riesgos. #Huayco"
